#,Pokémon,Pokémon (dt.),,,Type 1,Type 2,HP,Atk,Def,SpA,SpD,Spe,Total,Average,Ability 1,Ability 2,Ability 3,TIER,POINTS,,,,Momentum,Voltwechsel,Kehrtwende,Rollwende,Teleport,Abgangstirade,Stafette,Trick Room,Tail Wind,Hazards,Tarnsteine,Stachler,Giftspitzen,Klebenetz,Removal,Auflockern,Turbodreher,Seitenwechsel,Recovery,Wunschtraum,Genesung,Ruheort,Synthese,Tagedieb,Mondschein,Morgengrauen,Dschungelheilung,Heilbefehl,Milchgetränk,Sandsammler,Weichei,Prios,Turbotempo,Überrumpler,Tiefschlag,Mogelhieb,Turbofelsen,Tempohieb,Patronenhieb,Wasserdüse,Eissplitter,Schattenstoß,Ruckzuckhieb,Grasrutsche*,Wasser-Shuriken,Vakuumwelle,Gigasauger/Diebeskuss*,Screens,Auroraschleier,Reflektor,Lichtschild,Min Speed Lv 50,Max Speed Lv 50,Min Speed Lv 100,Max Speed Lv 100,Pokemon zusammen,Pokemon klein for Tampermonkey,"""",Schreibweise für Tampermonkey,Nightbot
493,Arceus-Ghost,Arceus-Geist,,,GHOST,- -,120,120,120,120,120,120,720,120,Multitype,,,,,,,,0,,,,,,,ja,ja,1,ja,,,,1,ja,,,1,,ja,,,,,,,,,,,1,ja,,,,,,,,,,,,,,,,,,,112,189,220,372,ArceusGhost,arceusghost,"""","[""pokemon"",""arceusghost""],",Arceus-Geist # 
493,Arceus-Rock,Arceus-Gestein,,,ROCK,- -,120,120,120,120,120,120,720,120,Multitype,,,,,,,,0,,,,,,,ja,ja,1,ja,,,,1,ja,,,1,,ja,,,,,,,,,,,1,ja,,,,,,,,,,,,,,,,,,,112,189,220,372,ArceusRock,arceusrock,"""","[""pokemon"",""arceusrock""],",Arceus-Gestein # 
493,Arceus-Poison,Arceus-Gift,,,POISON,- -,120,120,120,120,120,120,720,120,Multitype,,,,,,,,0,,,,,,,ja,ja,1,ja,,,,1,ja,,,1,,ja,,,,,,,,,,,1,ja,,,,,,,,,,,,,,,,,,,112,189,220,372,ArceusPoison,arceuspoison,"""","[""pokemon"",""arceuspoison""],",Arceus-Gift # 
493,Arceus-Bug,Arceus-Käfer,,,BUG,- -,120,120,120,120,120,120,720,120,Multitype,,,,,,,,0,,,,,,,ja,ja,1,ja,,,,1,ja,,,1,,ja,,,,,,,,,,,1,ja,,,,,,,,,,,,,,,,,,,112,189,220,372,ArceusBug,arceusbug,"""","[""pokemon"",""arceusbug""],",Arceus-Käfer # 
493,Arceus-Fighting,Arceus-Kampf,,,FIGHTING,- -,120,120,120,120,120,120,720,120,Multitype,,,,,,,,0,,,,,,,ja,ja,1,ja,,,,1,ja,,,1,,ja,,,,,,,,,,,1,ja,,,,,,,,,,,,,,,,,,,112,189,220,372,ArceusFighting,arceusfighting,"""","[""pokemon"",""arceusfighting""],",Arceus-Kampf # 
493,Arceus-Grass,Arceus-Pflanze,,,GRASS,- -,120,120,120,120,120,120,720,120,Multitype,,,,,,,,0,,,,,,,ja,ja,1,ja,,,,1,ja,,,1,,ja,,,,,,,,,,,1,ja,,,,,,,,,,,,,,,,,,,112,189,220,372,ArceusGrass,arceusgrass,"""","[""pokemon"",""arceusgrass""],",Arceus-Pflanze # 
493,Arceus-Psychic,Arceus-Psycho,,,PSYCHIC,- -,120,120,120,120,120,120,720,120,Multitype,,,,,,,,0,,,,,,,ja,ja,1,ja,,,,1,ja,,,1,,ja,,,,,,,,,,,1,ja,,,,,,,,,,,,,,,,,,,112,189,220,372,ArceusPsychic,arceuspsychic,"""","[""pokemon"",""arceuspsychic""],",Arceus-Psycho # 
493,Arceus-Steel,Arceus-Stahl,,,STEEL,- -,120,120,120,120,120,120,720,120,Multitype,,,,,,,,0,,,,,,,ja,ja,1,ja,,,,1,ja,,,1,,ja,,,,,,,,,,,1,ja,,,,,,,,,,,,,,,,,,,112,189,220,372,ArceusSteel,arceussteel,"""","[""pokemon"",""arceussteel""],",Arceus-Stahl # 
493,Arceus-Dark,Arceus-Unlicht,,,DARK,- -,120,120,120,120,120,120,720,120,Multitype,,,,,,,,0,,,,,,,ja,ja,1,ja,,,,1,ja,,,1,,ja,,,,,,,,,,,1,ja,,,,,,,,,,,,,,,,,,,112,189,220,372,ArceusDark,arceusdark,"""","[""pokemon"",""arceusdark""],",Arceus-Unlicht # 
493,Arceus-Water,Arceus-Wasser,,,WATER,- -,120,120,120,120,120,120,720,120,Multitype,,,,,,,,0,,,,,,,ja,ja,1,ja,,,,1,ja,,,1,,ja,,,,,,,,,,,1,ja,,,,,,,,,,,,,,,,,,,112,189,220,372,ArceusWater,arceuswater,"""","[""pokemon"",""arceuswater""],",Arceus-Wasser # 
168,Ariados,Ariados,,,BUG,POISON,70,90,70,60,70,40,400,"66,67",Swarm,Insomnia,Sniper,40,3,,,,1,,,,,,ja,,,2,,,ja,ja,0,,,,0,,,,,,,,,,,,,2,,,ja,,,,,,,ja,,,,,,,,,,40,101,76,196,Ariados,ariados,"""","[""pokemon"",""ariados""],",Ariados # 
59,Arcanine,Arkani,,,FIRE,- -,90,110,80,100,80,95,555,"92,5",Intimidate,Flash Fire,Justified,120,13,,,,1,,,,ja,,,,,0,,,,,0,,,,1,,,,,,,ja,,,,,,1,ja,,,,,,,,,,,,,,,,,,,90,161,175,317,Arcanine,arcanine,"""","[""pokemon"",""arcanine""],",Arkani # 
713,Avalugg,Arktilas,,,ICE,- -,95,117,184,44,46,28,514,"85,67",Own Tempo,Ice Body,Sturdy,40,2,,,,0,,,,,,,,,0,,,,,1,,ja,,1,,ja,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,29,88,54,170,Avalugg,avalugg,"""","[""pokemon"",""avalugg""],",Arktilas # 
712,Bergmite,Arktip,,,ICE,- -,55,69,85,32,35,28,304,"50,67",Own Tempo,Ice Body,Sturdy,40,1,,,,0,,,,,,,,,0,,,,,1,,ja,,1,,ja,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,29,88,54,170,Bergmite,bergmite,"""","[""pokemon"",""bergmite""],",Arktip # 
144,Articuno,Arktos,,,ICE,FLYING,90,85,100,95,125,85,580,"96,67",Pressure,,Snow Cloak,40,2,,,,1,,ja,,,,,,ja,0,,,,,1,ja,,,1,,,ja,,,,,,,,,,1,,,,,,,,,ja,,,,,,,,,,,81,150,157,295,Articuno,articuno,"""","[""pokemon"",""articuno""],",Arktos # 
348,Armaldo,Armaldo,,,ROCK,BUG,75,125,100,70,80,45,495,"82,5",Battle Armor,,Swift Swim,40,4,,,,0,,,,,,,,,1,ja,,,,1,,ja,,0,,,,,,,,,,,,,1,,,,,,,,ja,,,,,,,,,,,,45,106,85,207,Armaldo,armaldo,"""","[""pokemon"",""armaldo""],",Armaldo # 
91,Cloyster,Austos,,,WATER,ICE,50,95,180,85,45,70,525,"87,5",Shell Armor,Skill Link,Overcoat,100,9,,,,0,,,,,,,,,2,,ja,ja,,1,,ja,,0,,,,,,,,,,,,,1,,,,,,,,,ja,,,,,,,,,,,67,134,130,262,Cloyster,cloyster,"""","[""pokemon"",""cloyster""],",Austos # 
184,Azumarill,Azumarill,,,WATER,FAIRY,100,50,80,60,80,50,420,70,Thick Fat,Huge Power,Sap Sipper,180,13,,,,0,,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,1,,,,,,,,ja,,,,,,,,,,,,49,112,94,218,Azumarill,azumarill,"""","[""pokemon"",""azumarill""],",Azumarill # 
298,Azurill,Azurill,,,NORMAL,FAIRY,50,20,40,20,40,20,190,"31,67",Thick Fat,Huge Power,Sap Sipper,40,1,,,,0,,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,1,,,,,,,,ja,,,,,,,,,,,,22,79,40,152,Azurill,azurill,"""","[""pokemon"",""azurill""],",Azurill # 
859,Impidimp,Bähmon,,,DARK,FAIRY,45,45,30,55,40,50,265,"44,17",Prankster,Frisk,Pickpocket,,,,,,0,,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,2,,,ja,ja,,,,,,,,,,,,,,,,49,112,94,218,Impidimp,impidimp,"""","[""pokemon"",""impidimp""],",Bähmon # 
211,Qwilfish,Baldorfish,,,WATER,POISON,65,95,85,55,55,85,440,"73,33",Poison Point,Swift Swim,Intimidate,60,5,,,,0,,,,,,,,,2,,ja,ja,,0,,,,0,,,,,,,,,,,,,1,,,,,,,,ja,,,,,,,,,,,,81,150,157,295,Qwilfish,qwilfish,"""","[""pokemon"",""qwilfish""],",Baldorfish # 
696,Tyrunt,Balgoras,,,ROCK,DRAGON,58,89,77,45,45,48,362,"60,33",Strong Jaw,,Sturdy,40,1,,,,0,,,,,,,,,1,ja,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,47,110,90,214,Tyrunt,tyrunt,"""","[""pokemon"",""tyrunt""],",Balgoras # 
418,Buizel,Bamelin,,,WATER,- -,55,65,35,60,30,85,330,55,Swift Swim,,Water Veil,40,1,,,,1,,,,,,ja,,,0,,,,,0,,,,0,,,,,,,,,,,,,2,,,,,,,,ja,,,ja,,,,,,,,,81,150,157,295,Buizel,buizel,"""","[""pokemon"",""buizel""],",Bamelin # 
743,Ribombee,Bandelby,,,BUG,FAIRY,60,55,60,95,70,124,464,"77,33",Honey Gather,Shield Dust,Sweet Veil,100,9,,,,2,,ja,,,,ja,,ja,1,,,,ja,1,ja,,,1,,,ja,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,116,193,227,381,Ribombee,ribombee,"""","[""pokemon"",""ribombee""],",Bandelby # 
354,Banette,Banette,,,GHOST,- -,64,115,65,83,63,65,455,"75,83",Insomnia,Frisk,Cursed Body,40,1,,,,0,,,,,,,ja,,0,,,,,0,,,,0,,,,,,,,,,,,,2,,,ja,,,,,,,ja,,,,,,,,,,63,128,121,251,Banette,banette,"""","[""pokemon"",""banette""],",Banette # 
847,Barraskewda,Barrakiefa,,,WATER,- -,61,123,60,60,50,136,490,"81,67",Swift Swim,,Propeller Tail,,,,,,1,,,ja,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,1,,,,,,,,ja,,,,,,,,,,,,126,206,249,408,Barraskewda,barraskewda,"""","[""pokemon"",""barraskewda""],",Barrakiefa # 
862,Obstagoon,Barrikadax,,,DARK,NORMAL,93,90,101,60,81,95,520,"86,67",Reckless,Guts,Defiant,,,,,,1,,,,,ja,,,,0,,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,90,161,175,317,Obstagoon,obstagoon,"""","[""pokemon"",""obstagoon""],",Barrikadax # 
550,Basculin,Barschuft,,,WATER,- -,70,92,65,80,55,98,460,"76,67",Reckless,Adaptability,Mold Breaker,40,3,,,,1,,,ja,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,1,,,,,,,,ja,,,,,,,,,,,,92,165,180,324,Basculin,basculin,"""","[""pokemon"",""basculin""],",Barschuft # 
349,Feebas,Barschwa,,,WATER,- -,20,15,20,10,55,80,200,"33,33",Swift Swim,Oblivious,Adaptability,40,1,,,,0,,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,76,145,148,284,Feebas,feebas,"""","[""pokemon"",""feebas""],",Barschwa # 
722,Rowlet,Bauz,,,GRASS,FLYING,68,55,55,50,50,42,320,"53,33",Overgrow,,Long Reach,40,1,,,,1,,,,,,ja,,,0,,,,,1,ja,,,2,,,ja,ja,,,,,,,,,2,,,ja,,,,,,,ja,,,,,,,,,,42,103,80,201,Rowlet,rowlet,"""","[""pokemon"",""rowlet""],",Bauz # 
836,Boltund,Bellektro,,,ELECTRIC,- -,69,90,60,90,60,121,490,"81,67",Strong Jaw,,Competitive,,,,,,1,ja,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,113,190,222,375,Boltund,boltund,"""","[""pokemon"",""boltund""],",Bellektro # 
15,Beedrill,Bibor,,,BUG,POISON,65,90,40,45,80,75,395,"65,83",Swarm,,Sniper,40,1,,,,2,,ja,,,,ja,,ja,1,,,ja,,1,ja,,,1,,,ja,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,72,139,139,273,Beedrill,beedrill,"""","[""pokemon"",""beedrill""],",Bibor # 
400,Bibarel,Bidifas,,,NORMAL,WATER,79,85,60,55,60,71,410,"68,33",Simple,Unaware,Moody,40,5,,,,0,,,,,,,,,1,ja,,,,0,,,,0,,,,,,,,,,,,,2,,,,,,,,ja,,,ja,,,,,,,,,68,135,132,265,Bibarel,bibarel,"""","[""pokemon"",""bibarel""],",Bidifas # 
399,Bidoof,Bidiza,,,NORMAL,- -,59,45,40,35,40,31,250,"41,67",Simple,Unaware,Moody,40,1,,,,0,,,,,,,,,1,ja,,,,0,,,,0,,,,,,,,,,,,,1,,,,,,,,,,,ja,,,,,,,,,32,91,60,177,Bidoof,bidoof,"""","[""pokemon"",""bidoof""],",Bidiza # 
3,Venusaur,Bisaflor,,,GRASS,POISON,80,82,83,100,100,80,525,"87,5",Overgrow,,Chlorophyll,100,8,,,,0,,,,,,,,,0,,,,,0,,,,1,,,,ja,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,76,145,148,284,Venusaur,venusaur,"""","[""pokemon"",""venusaur""],",Bisaflor # 
2,Ivysaur,Bisaknosp,,,GRASS,POISON,60,62,63,80,80,60,405,"67,5",Overgrow,,Chlorophyll,40,1,,,,0,,,,,,,,,0,,,,,0,,,,1,,,,ja,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,58,123,112,240,Ivysaur,ivysaur,"""","[""pokemon"",""ivysaur""],",Bisaknosp # 
1,Bulbasaur,Bisasam,,,GRASS,POISON,45,49,49,65,65,45,318,53,Overgrow,,Chlorophyll,40,1,,,,0,,,,,,,,,0,,,,,0,,,,1,,,,ja,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,45,106,85,207,Bulbasaur,bulbasaur,"""","[""pokemon"",""bulbasaur""],",Bisasam # 
626,Bouffalant,Bisofank,,,NORMAL,- -,95,110,95,40,95,55,490,"81,67",Reckless,Sap Sipper,Soundproof,40,3,,,,0,,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,54,117,103,229,Bouffalant,bouffalant,"""","[""pokemon"",""bouffalant""],",Bisofank # 
508,Stoutland,Bissbark,,,NORMAL,- -,85,110,90,45,90,80,500,"83,33",Intimidate,Sand Rush,Scrappy,40,6,,,,0,,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,76,145,148,284,Stoutland,stoutland,"""","[""pokemon"",""stoutland""],",Bissbark # 
688,Binacle,Bithora,,,ROCK,WATER,42,52,67,39,56,50,306,51,Sniper,Tough Claws,Pickpocket,40,1,,,,0,,,,,,,,,1,ja,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,49,112,94,218,Binacle,binacle,"""","[""pokemon"",""binacle""],",Bithora # 
274,Nuzleaf,Blanas,,,GRASS,DARK,70,70,40,60,40,60,340,"56,67",Chlorophyll,Early Bird,Pickpocket,40,1,,,,0,,,,,,,,,0,,,,,1,ja,,,1,,,,ja,,,,,,,,,3,,,ja,ja,,,,,,,ja,,,,,,,,,58,123,112,240,Nuzleaf,nuzleaf,"""","[""pokemon"",""nuzleaf""],",Blanas # 
135,Jolteon,Blitza,,,ELECTRIC,- -,65,65,60,110,95,130,525,"87,5",Volt Absorb,,Quick Feet,100,9,,,,2,ja,,,,,ja,,,0,,,,,0,,,,1,ja,,,,,,,,,,,,1,,,,,,,,,,,ja,,,,,,,,,121,200,238,394,Jolteon,jolteon,"""","[""pokemon"",""jolteon""],",Blitza # 
182,Bellossom,Blubella,,,GRASS,- -,75,80,95,90,100,50,490,"81,67",Chlorophyll,,Healer,40,2,,,,1,,,,,,ja,,,0,,,,,0,,,,2,,,,ja,,ja,,,,,,,0,,,,,,,,,,,,,,,,,,,,49,112,94,218,Bellossom,bellossom,"""","[""pokemon"",""bellossom""],",Blubella # 
48,Venonat,Bluzuk,,,BUG,POISON,60,55,50,40,55,45,305,"50,83",Compound Eyes,Tinted Lens,Run Away,40,1,,,,1,,,,,,ja,,,1,,,ja,,0,,,,1,,,,,,,ja,,,,,,0,,,,,,,,,,,,,,,,,,,,45,106,85,207,Venonat,venonat,"""","[""pokemon"",""venonat""],",Bluzuk # 
419,Floatzel,Bojelin,,,WATER,- -,85,105,55,85,50,115,495,"82,5",Swift Swim,,Water Veil,40,3,,,,1,,,,,,ja,,,0,,,,,0,,,,0,,,,,,,,,,,,,2,,,,,,,,ja,,,ja,,,,,,,,,108,183,211,361,Floatzel,floatzel,"""","[""pokemon"",""floatzel""],",Bojelin # 
411,Bastiodon,Bollterus,,,ROCK,STEEL,60,52,168,47,138,30,495,"82,5",Sturdy,,Soundproof,40,1,,,,0,,,,,,,,,1,ja,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,31,90,58,174,Bastiodon,bastiodon,"""","[""pokemon"",""bastiodon""],",Bollterus # 
641,Tornadus,Boreos,,,FLYING,- -,79,115,70,125,80,111,580,"96,67",Prankster,,Defiant,120,11,,,,1,,ja,,,,,,ja,0,,,,,1,ja,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,104,179,204,353,Tornadus,tornadus,"""","[""pokemon"",""tornadus""],",Boreos # 
641,Tornadus-Therian,Boreos-Therian,,,FLYING,- -,79,100,80,110,90,121,580,"96,67",Regenerator,,,180,15,,,,1,,ja,,,,,,ja,0,,,,,1,ja,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,113,190,222,375,TornadusTherian,tornadustherian,"""","[""pokemon"",""tornadustherian""],",Boreos-Therian # 
225,Delibird,Botogel,,,ICE,FLYING,45,55,45,65,45,75,330,55,Vital Spirit,Hustle,Insomnia,40,1,,,,1,,,,,,ja,,,1,,ja,,,2,ja,ja,,0,,,,,,,,,,,,,3,,,,ja,,,,,ja,,ja,,,,,,,,,72,139,139,273,Delibird,delibird,"""","[""pokemon"",""delibird""],",Botogel # 
537,Seismitoad,Branawarz,,,WATER,GROUND,105,95,75,85,75,74,509,"84,83",Swift Swim,Poison Touch,Water Absorb,60,8,,,,0,,,,,,,,,1,ja,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,71,138,137,271,Seismitoad,seismitoad,"""","[""pokemon"",""seismitoad""],",Branawarz # 
652,Chesnaught,Brigaron,,,GRASS,FIGHTING,88,107,122,74,75,64,530,"88,33",Overgrow,,Bulletproof,100,9,,,,0,,,,,,,,,1,,ja,,,0,,,,1,,,,ja,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,62,127,119,249,Chesnaught,chesnaught,"""","[""pokemon"",""chesnaught""],",Brigaron # 
857,Hattrem,Brimano,,,PSYCHIC,- -,57,40,65,86,73,49,370,"61,67",Healer,Anticipation,Magic Bounce,,,,,,1,,,,,,ja,,,0,,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,48,111,92,216,Hattrem,hattrem,"""","[""pokemon"",""hattrem""],",Brimano # 
856,Hatenna,Brimova,,,PSYCHIC,- -,42,30,45,56,53,39,265,"44,17",Healer,Anticipation,Magic Bounce,,,,,,1,,,,,,ja,,,0,,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,39,100,74,194,Hatenna,hatenna,"""","[""pokemon"",""hatenna""],",Brimova # 
871,Pincurchin,Britzigel,,,ELECTRIC,- -,48,101,95,91,85,15,435,"72,5",Lightning Rod,,Electric Surge,,,,,,0,,,,,,,,,2,,ja,ja,,0,,,,1,,ja,,,,,,,,,,,1,,,ja,,,,,,,,,,,,,,,,,18,73,31,141,Pincurchin,pincurchin,"""","[""pokemon"",""pincurchin""],",Britzigel # 
526,Gigalith,Brockoloss,,,ROCK,- -,85,135,130,60,80,25,515,"85,83",Sturdy,Sand Stream,Sand Force,60,8,,,,0,,,,,,,,,1,ja,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,27,84,49,163,Gigalith,gigalith,"""","[""pokemon"",""gigalith""],",Brockoloss # 
436,Bronzor,Bronzel,,,STEEL,PSYCHIC,57,24,86,24,86,23,300,50,Levitate,Heatproof,Heavy Metal,40,1,,,,0,,,,,,,ja,,1,ja,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,25,82,45,159,Bronzor,bronzor,"""","[""pokemon"",""bronzor""],",Bronzel # 
437,Bronzong,Bronzong,,,STEEL,PSYCHIC,67,89,116,79,116,33,500,"83,33",Levitate,Heatproof,Heavy Metal,60,9,,,,0,,,,,,,ja,,1,ja,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,34,93,63,181,Bronzong,bronzong,"""","[""pokemon"",""bronzong""],",Bronzong # 
373,Salamence,Brutalanda,,,DRAGON,FLYING,95,135,80,110,80,100,600,100,Intimidate,,Moxie,120,14,,,,0,,,,,,,,ja,0,,,,,1,ja,,,2,ja,,ja,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,94,167,184,328,Salamence,salamence,"""","[""pokemon"",""salamence""],",Brutalanda # 
755,Morelull,Bubungus,,,GRASS,FAIRY,40,35,55,65,75,15,285,"47,5",Illuminate,Effect Spore,Rain Dish,40,1,,,,0,,,,,,,,,0,,,,,0,,,,2,,,,ja,,ja,,,,,,,0,,,,,,,,,,,,,,,,,,,,18,73,31,141,Morelull,morelull,"""","[""pokemon"",""morelull""],",Bubungus # 
287,Slakoth,Bummelz,,,NORMAL,- -,60,60,60,35,35,30,280,"46,67",Truant,,,40,1,,,,0,,,,,,,,,0,,,,,0,,,,1,,,,,ja,,,,,,,,1,,,ja,,,,,,,,,,,,,,,,,31,90,58,174,Slakoth,slakoth,"""","[""pokemon"",""slakoth""],",Bummelz # 
413,Wormadam-Trash,Burmadam-Lumpen,,,BUG,STEEL,60,69,95,69,95,36,424,"70,67",Shed Skin,,Overcoat,40,1,,,,0,,,,,,,,,1,ja,,,,0,,,,0,,,,,,,,,,,,,1,,,ja,,,,,,,,,,,,,,,,,36,96,69,188,WormadamTrash,wormadamtrash,"""","[""pokemon"",""wormadamtrash""],",Burmadam-Lumpen # 
413,Wormadam-Plant,Burmadam-Pflanze,,,BUG,GRASS,60,59,85,79,105,36,424,"70,67",Shed Skin,,Overcoat,40,1,,,,0,,,,,,,,,0,,,,,0,,,,1,,,,ja,,,,,,,,,1,,,ja,,,,,,,,,,,,,,,,,36,96,69,188,Wormadam,wormadam,"""","[""pokemon"",""wormadam""],",Burmadam-Pflanze # 
413,Wormadam-Sandy,Burmadam-Sand,,,BUG,GROUND,60,79,105,59,85,36,424,"70,67",Shed Skin,,Overcoat,40,1,,,,0,,,,,,,,,1,ja,,,,0,,,,0,,,,,,,,,,,,,1,,,ja,,,,,,,,,,,,,,,,,36,96,69,188,WormadamSandy,wormadamsandy,"""","[""pokemon"",""wormadamsandy""],",Burmadam-Sand # 
412,Burmy,Burmy,,,BUG,- -,40,29,45,29,45,36,224,"37,33",Shed Skin,,Overcoat,40,1,,,,0,,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,36,96,69,188,Burmy,burmy,"""","[""pokemon"",""burmy""],",Burmy # 
625,Bisharp,Caesurio,,,DARK,STEEL,65,125,100,60,70,70,490,"81,67",Defiant,Inner Focus,Pressure,120,10,,,,0,,,,,,,,,1,ja,,,,0,,,,0,,,,,,,,,,,,,1,,,ja,,,,,,,,,,,,,,,,,67,134,130,262,Bisharp,bisharp,"""","[""pokemon"",""bisharp""],",Caesurio # 
687,Malamar,Calamanero,,,DARK,PSYCHIC,86,92,88,68,75,73,482,"80,33",Contrary,Suction Cups,Infiltrator,40,3,,,,1,,,,,,ja,ja,,0,,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,70,137,135,269,Malamar,malamar,"""","[""pokemon"",""malamar""],",Calamanero # 
322,Numel,Camaub,,,FIRE,GROUND,60,60,40,65,45,35,305,"50,83",Oblivious,Simple,Own Tempo,40,1,,,,0,,,,,,,,,1,ja,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,36,95,67,185,Numel,numel,"""","[""pokemon"",""numel""],",Camaub # 
323,Camerupt,Camerupt,,,FIRE,GROUND,70,100,70,105,75,40,460,"76,67",Magma Armor,Solid Rock,Anger Point,40,2,,,,0,,,,,,,,,1,ja,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,40,101,76,196,Camerupt,camerupt,"""","[""pokemon"",""camerupt""],",Camerupt # 
558,Crustle,Castellith,,,BUG,ROCK,70,105,125,65,75,45,485,"80,83",Sturdy,Shell Armor,Weak Armor,40,3,,,,0,,,,,,,,,2,ja,ja,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,45,106,85,207,Crustle,crustle,"""","[""pokemon"",""crustle""],",Castellith # 
589,Escavalier,Cavalanzas,,,BUG,STEEL,70,135,105,60,105,20,495,"82,5",Swarm,Shell Armor,Overcoat,60,7,,,,0,,,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,22,79,40,152,Escavalier,escavalier,"""","[""pokemon"",""escavalier""],",Cavalanzas # 
251,Celebi,Celebi,,,GRASS,PSYCHIC,100,100,100,100,100,100,600,100,Natural Cure,,,120,12,,,,2,,ja,,,,ja,ja,,1,ja,,,,0,,,,2,,ja,,ja,,,,,,,,,1,,,ja,,,,,,,,,,,,,,,,,94,167,184,328,Celebi,celebi,"""","[""pokemon"",""celebi""],",Celebi # 
545,Scolipede,Cerapendra,,,BUG,POISON,60,100,89,55,69,112,485,"80,83",Poison Point,Swarm,Speed Boost,120,14,,,,1,,,,,,ja,,,2,,ja,ja,,0,,,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,105,180,206,355,Scolipede,scolipede,"""","[""pokemon"",""scolipede""],",Cerapendra # 
113,Chansey,Chaneira,,,NORMAL,- -,250,5,5,35,105,50,450,75,Natural Cure,Serene Grace,Healer,120,9,,,,1,,,,ja,,,,,1,ja,,,,0,,,,2,ja,,,,,,,,,,,ja,0,,,,,,,,,,,,,,,,,,,,49,112,94,218,Chansey,chansey,"""","[""pokemon"",""chansey""],",Chaneira # 
431,Glameow,Charmian,,,NORMAL,- -,49,55,42,42,37,85,310,"51,67",Limber,Own Tempo,Keen Eye,40,1,,,,1,,ja,,,,,,,0,,,,,0,,,,0,,,,,,,,,,,,,3,,,ja,ja,,,,,,,ja,,,,,,,,,81,150,157,295,Glameow,glameow,"""","[""pokemon"",""glameow""],",Charmian # 
387,Turtwig,Chelast,,,GRASS,- -,55,68,64,45,55,31,318,53,Overgrow,,Shell Armor,40,1,,,,0,,,,,,,,,1,ja,,,,0,,,,1,,,,ja,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,32,91,60,177,Turtwig,turtwig,"""","[""pokemon"",""turtwig""],",Chelast # 
388,Grotle,Chelcarain,,,GRASS,- -,75,89,85,55,65,36,405,"67,5",Overgrow,,Shell Armor,40,1,,,,0,,,,,,,,,1,ja,,,,0,,,,1,,,,ja,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,36,96,69,188,Grotle,grotle,"""","[""pokemon"",""grotle""],",Chelcarain # 
